elevation_m,drainage_density_km_per_km2,storm_drain_proximity_m,historical_rainfall_intensity_mm_hr,return_period_years,G1_infra_vuln,G2_rain_x_return,G3_soil_x_rainfall,G4_is_very_low_elev,soil_group,land_use_Commercial,land_use_Green,land_use_Industrial,land_use_Informal,land_use_Institutional,land_use_Mixed,land_use_Residential,land_use_Roads,land_use_Water,storm_drain_type_CurbInlet,storm_drain_type_GratedInlet,storm_drain_type_Manhole,storm_drain_type_OpenChannel,storm_drain_type_Unknown,rainfall_source_Blended,rainfall_source_ERA5,rainfall_source_IMD,rainfall_source_LocalGauge,rainfall_source_Unknown,dem_source_Copernicus_EEA-10_v5,dem_source_Copernicus_GLO-30_v2023,dem_source_Copernicus_GLO-90_v2022,dem_source_SRTM_1arc,dem_source_SRTM_3arc,risk_class,risk_class_encoded,latitude,longitude
-0.8762518137302552,0.5892857142857144,-0.46657531732366353,0.04997546279619391,-0.4591860163854643,-0.589603533056892,-0.2003227495222412,-1.683317201209621,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Medium,1,-22.888814,-43.235628
-1.2427457580179513,-0.36428571428571416,0.0019971987759506114,-0.909774467322702,0.0,0.1384317142511319,-0.22647408679327224,0.0022111453173431716,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,1,41.498312,2.187095
0.46344918408221636,0.31785714285714306,0.0,0.13850981410278523,0.0,-0.10644816252710315,0.15049459913498647,0.10667461861271194,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Low,0,25.088306,121.57139
-0.29163995696674655,0.10000000000000009,-2.004713070680077,-0.8124292651606247,0.8886951215436424,-2.0091439501408064,0.5176765390531484,-0.8297559245985728,0.0,-0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Low,0,41.398164,2.126905
-0.858060449559024,0.5321428571428573,1.5019983201516787,0.5050124614721382,0.5408139836145357,0.8982731289693474,0.6467437597498567,0.3680215307769472,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Medium,1,31.251165,121.46156
1.4218924793852579,-0.9035714285714286,0.8881646987808081,0.534841679955242,-0.4591860163854643,1.1399623506660508,-0.02523735686434688,0.8308323078333645,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Low,0,37.707344,-122.367771
0.43706700834869494,-0.06428571428571418,-0.700211667607011,-1.3344895582428666,-1.0793610708253432,-0.6365925317306192,-1.26293154378934,-0.4542977463312061,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Low,0,24.657116,46.606386
0.11404522616267064,-0.25357142857142856,1.5259340553511334,-0.9577617044789675,-1.0793610708253432,1.5841612923583928,-1.0908394605848546,-0.5193977585825419,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Low,0,-29.904586,31.047679
-0.24423086772089173,0.0142857142857143,0.33476526580231775,-0.08048021933753377,1.1853331751364087,0.26599350487238194,0.9915952894044275,-0.5244412905387492,0.0,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Low,0,-11.993655,-77.024442
0.0,-0.7035714285714285,0.0,-0.4527682127947833,0.8886951215436424,0.29839647768401883,0.6290893242082255,0.06174074165105874,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,High,2,24.827604,121.630241
-0.42586796606485644,0.9142857142857145,-1.7470850324483151,-0.32106222808498874,-1.0793610708253432,-1.8570826427997549,-0.8147331404629803,-0.1816798991182394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,0,-33.812391,151.156029
-0.31873630192747787,0.0,-0.05918729974933028,0.08546427624768262,-0.4591860163854643,-0.05461316187418757,-0.1872280054718064,0.07125743219704904,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Low,0,52.318933,5.087657
0.0,-0.3357142857142856,0.5898905041439464,-0.7693305951458073,0.0,0.6044980649127188,-0.17338086337311925,-0.8136644294634247,0.0,-0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,0,37.808526,-122.353819
-1.0754271005715426,-0.6428571428571428,1.3565650491858112,-0.42442677347760926,-0.4591860163854643,1.3037238867785823,-0.37993079268079677,0.3451042319640808,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Medium,1,51.881245,4.365565
-1.052379422734275,-0.6071428571428572,-0.2089069239302629,-0.7453158625834051,0.0,0.057681009886497416,-0.16439035003346553,-0.41393853834378164,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Medium,1,53.539526,10.03608
0.4650838210966449,-1.0678571428571428,1.2966715516680278,-0.837699183494623,-1.0793610708253432,1.5523030203229866,-1.0374172557952261,-0.18041814353115904,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Low,0,41.107831,29.02289
0.9421363688621309,0.9642857142857147,0.8121346410684863,0.07587921845706502,-0.4591860163854643,0.3283577711890005,-0.1907602232480344,0.44423610873438135,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,0,37.930266,23.77683
-0.8027284159107534,0.20357142857142868,-0.1286722764755831,0.784364870377078,0.0,-0.18151666429197627,0.36343366401333277,1.4566574394926148,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,High,2,1.374447,103.961276
-2.3530875118814607,0.6285714285714286,0.3625245641872038,0.674684254393253,0.0,0.09349639841609429,0.3281863310531309,-0.12605587375900515,1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,1,51.920377,4.480419
0.44131000862287645,0.02142857142857161,-0.09509242880219157,-0.38301686034100607,-0.4591860163854643,-0.09318285922869153,-0.36390145606564506,0.10873238065417613,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Low,0,37.892256,23.797698
-0.22575044862725482,-0.5535714285714285,-0.19039653719601116,1.3185655988264031,0.8886951215436424,0.04949953135265715,1.1207176394410168,2.0974115747996125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,High,2,5.593215,-0.123185
-0.38613650935253596,-0.8714285714285714,1.0083075334114582,-0.1546613886507206,-1.0793610708253432,1.2057239946995884,-0.745349755044918,0.2697789707542409,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Low,0,52.039614,4.56731
0.5844545251002174,0.5750000000000002,0.4653625069486915,-0.30815396228234215,-1.0793610708253432,0.1860823443105281,-0.8093115652638301,-0.6270660658518693,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Low,0,37.655403,-122.424232
-1.076267523094304,0.0,1.4557629376035688,-0.044887925333050506,1.1853331751364087,1.059588905641796,1.0011834699625106,0.650705895096233,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Medium,1,52.256612,4.829554
1.2726602323317502,-0.9107142857142857,-0.9883931404443133,0.8503655491426667,0.8886951215436424,-0.6236544300815876,0.9988137285717807,-1.683317201209621,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,0,24.836508,66.943636
0.9694211440745679,-0.06071428571428569,0.01787453234723873,-0.3739873373798046,-0.4591860163854643,0.03310402939974497,-0.3604154893529635,0.11488903784361995,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,0,35.671601,139.694373
0.005113210434505075,0.42500000000000016,0.5439887637608399,-1.152892197219495,-0.4591860163854643,0.2889418034336586,-0.6742710962823664,-0.15172544830879633,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Low,0,25.299325,51.421001
0.16608340648003614,1.5428571428571431,0.8121346410684863,1.0086427689731543,1.1853331751364087,0.19312949365702373,1.270160661308257,-1.683317201209621,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,High,2,23.760802,90.417449
1.216528731020546,0.3964285714285716,0.03844914804497714,0.5234481540881449,0.5408139836145357,-0.09765135363795431,0.652209919143172,0.38197297075869563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Low,0,23.829972,90.514408
1.1400993886017086,-0.95,-0.4839277705919018,0.006773093115535201,0.5408139836145357,-0.030242896821366633,0.4952148758859719,-0.48311512077616203,0.0,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Low,0,-34.609054,-58.402068
-0.48012547510013304,-0.8821428571428571,-0.13196657552817703,1.0615357406074701,0.0,0.27845095478502313,0.4509333117862985,0.11795807516374412,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,High,2,-6.24784,106.806241
0.9613306157290662,0.0,-0.8125791752882249,-0.4104795740836276,0.5408139836145357,-0.7716821926424725,0.36222972410666365,0.3557198574942005,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Low,0,10.780936,106.629429
0.1936785803588221,0.1321428571428572,-0.06965083029823327,-1.0075453648968273,0.0,-0.10782914270316238,-0.2639711312199864,-0.061031174644202615,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,0,28.61063,77.220405
-0.5790608601972732,0.0,0.0,0.32908688792180524,0.8886951215436424,-0.003701832195552342,0.8566715822588507,0.9887175712712631,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Low,0,34.675014,135.503691
-0.5884442667925398,-0.5535714285714285,0.05103970808609868,-0.20916935749612373,0.5408139836145357,0.26731903659122885,0.42712715095847426,-0.583352867504979,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,0,41.782952,12.41866
0.0,-0.23214285714285696,-0.9647895129346282,0.5003632209712302,0.8886951215436424,-0.8653392750081356,0.9041606156073577,1.1570479139051992,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Low,0,-36.803558,174.834619
0.818468423028363,-0.5357142857142857,-0.215916431199293,-0.4623513048559704,0.5408139836145357,0.017385871623396436,0.34527468130599803,0.3164649751086991,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Low,0,35.842917,51.519429
-0.2748800635728287,0.2357142857142858,0.6631400629297795,0.22150622796507854,1.1853331751364087,0.43718488319591486,1.071843065679471,-0.3764271963776734,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,0,22.412241,114.007163
0.8850996449255583,-0.08928571428571429,-0.4340187646970254,-1.2536101184407935,-0.4591860163854643,-0.36531847397416306,-0.7169955270171611,-0.6553923030293705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Low,0,22.547799,88.380892
0.4111814318092117,0.0,-0.4737740790535068,-1.1610002151557544,-1.0793610708253432,-0.43275175754621636,-1.1828131193403326,-0.15667113180168138,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Low,0,-33.997565,18.392941
0.0,-0.9107142857142857,0.29178729689044286,0.21862973647656336,0.0,0.6742500876392354,0.17763739830925634,-0.3779046818261737,0.0,-0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Low,0,38.885243,-77.087806
-0.3381801224551432,0.3500000000000002,1.35887085129386,-0.5467248012323286,0.0,0.8692893004044495,-0.0909870730698019,-1.683317201209621,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Low,0,29.885492,-90.129196
-0.9459898707168739,-0.06428571428571418,0.19426119160456298,-0.020529098709609787,0.5408139836145357,0.18184275052654014,0.4866905235485452,0.0022111453173431716,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Medium,1,22.416014,113.990211
-0.6739103717803917,-1.3357142857142856,0.8852518133168552,-0.28691506995799004,-1.0793610708253432,1.4990517118925395,-0.8004055631109854,-0.1616352515034239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Medium,1,49.264808,-123.165397
-0.6872549313465787,0.3107142857142858,-0.8125791752882249,1.4200837636173864,0.0,-0.8544089047536892,0.5609145440849418,1.1675980407829274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,High,2,-22.940329,-43.113132
-0.41043133402825044,0.2571428571428574,-0.7756245625800772,-0.4527682127947833,0.0,-0.8037317709662517,-0.05682581560901924,-0.6885252711914224,0.0,-0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Low,0,49.262389,-123.043046
1.0339062116833337,-0.41428571428571437,-0.4622772746211463,0.7824837791982695,0.8886951215436424,-0.27246411325123293,0.980699459963115,-0.061031174644202615,0.0,-0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Low,0,3.17311,101.681728
-1.3146546083121176,-0.07857142857142849,0.5362176180468268,-0.044887925333050506,-1.0793610708253432,0.4565900583750659,-0.7001688294615418,0.35130475408270784,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Medium,1,1.310383,103.920371
0.8759289488935793,0.8785714285714289,0.0,-0.2251629741827857,-0.4591860163854643,-0.2562368534327611,-0.3034293038246159,-0.12484562343598772,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Low,0,37.50419,126.944613
-0.7797487362429112,0.44285714285714295,-1.4958591100655485,-0.7754026722164449,-0.4591860163854643,-1.5878901103359226,-0.5187027842176694,-0.8159447771965719,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Medium,1,52.282612,4.828149
0.15987764559805834,1.0928571428571432,-1.6582004692322903,0.6310963538592607,-0.4591860163854643,-1.7985282195949372,0.008574592138100025,0.4650606271404226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Low,0,-12.039891,-77.090972
0.13183436566879203,-0.3321428571428571,1.06331506086976,0.3370120284208321,0.8886951215436424,0.9449491599477962,0.8588865307462604,0.6574330130632013,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Low,0,37.955957,23.657734
0.5268915236585412,0.0,-0.14633586263031872,0.186569877350459,-0.4591860163854643,-0.1309214337506231,-0.15017002993101033,-1.683317201209621,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Low,0,-34.611733,-58.371467
0.0,-0.03571428571428559,1.0558550967208316,0.4162472503004991,0.5408139836145357,0.8124657251718878,0.6202886810815142,1.0732628277643654,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,High,2,14.565542,120.892138
0.673179940727167,-0.08214285714285699,0.3577997825935879,-0.5725954250138678,-0.4591860163854643,0.31998087004712333,-0.4378675481063236,0.2350572678765839,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Low,0,-12.053974,-77.036816
-1.7220446460235896,-0.22857142857142848,-0.3246529563288433,0.47923758998190996,-0.4591860163854643,-0.2120286585956144,-0.04490852757709227,-0.23844517564236759,1.0,-0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,1,41.027308,29.009141
0.0,0.2571428571428574,-0.1374750488731981,1.3557218011600038,0.8886951215436424,-0.20552563080894248,1.1301720007392189,1.1035469046806194,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,High,2,25.612902,-80.189683
